기준년월,구분,골프장,관광기념품,관광유원시설,기타레저,기타숙박,대형쇼핑몰,레저용품쇼핑,렌터카,면세점,문화서비스,수상운송,스키장,식음료,여행업,육상운송,캠핑장/펜션,콘도,항공운송,호텔,카지노,관광총소비,평균기온(℃),최저기온(℃),최고기온(℃),방문자수
20190808,내국인,206156.0,44953.0,104146.0,456570.0,356949.0,6539948.0,1018541.0,46325.0,214877.0,833013.0,155887.0,7217.0,18883428.0,631204.0,796290.0,80.0,5009.0,1523620.0,679418.0,0.0,32503632.0,28.9,25.9,32.7,5949962.0
20190809,내국인,188922.0,52148.0,107372.0,490484.0,407112.0,7812512.0,1115907.0,59279.0,200657.0,963759.0,156530.0,5077.0,21199678.0,472266.0,877943.0,30.0,4654.0,1688909.0,791656.0,0.0,36594894.0,29.8,26.0,34.6,6098887.0
20190810,내국인,231919.0,45898.0,138071.0,587630.0,710906.0,11904073.0,1453535.0,34038.0,363159.0,1514354.0,132522.0,12116.0,22684948.0,111476.0,846613.0,0.0,2533.0,763212.0,1144715.0,0.0,42681720.0,31.5,26.6,36.5,5874282.0
20190811,내국인,209240.0,32824.0,98519.0,526846.0,549432.0,7447809.0,1220970.0,21104.0,356111.0,1292062.0,72391.0,11449.0,18141939.0,67832.0,791349.0,70.0,837.0,657739.0,922494.0,0.0,32421018.0,30.4,26.3,35.7,5522044.0
20190812,내국인,186831.0,27165.0,72232.0,513243.0,334282.0,4743535.0,879685.0,68798.0,198813.0,626978.0,113479.0,5483.0,15630995.0,707230.0,826654.0,90.0,1768.0,1639664.0,632156.0,0.0,27209081.0,26.6,24.8,28.5,5797225.0
20190813,내국인,197340.0,50255.0,100832.0,507082.0,324006.0,6266659.0,1064545.0,38395.0,191593.0,673269.0,142069.0,5249.0,18003313.0,591336.0,790043.0,0.0,3477.0,1553818.0,597169.0,0.0,31100449.0,29.2,25.1,35.3,6011565.0
20190814,내국인,194819.0,54890.0,95890.0,504480.0,380295.0,6633774.0,1008707.0,49986.0,195774.0,1000012.0,157170.0,7088.0,20407486.0,450545.0,827014.0,0.0,5861.0,1551510.0,696159.0,0.0,34221459.0,30.4,25.9,35.7,6166937.0
20190815,내국인,271180.0,40247.0,136198.0,567628.0,534558.0,10196696.0,1136134.0,24299.0,379619.0,1505650.0,162400.0,9743.0,18375385.0,82994.0,705102.0,30.0,1593.0,737231.0,872034.0,0.0,35738721.0,25.9,23.9,28.6,5502738.0
20190816,내국인,220490.0,44038.0,123675.0,557252.0,381411.0,7745611.0,1157727.0,69761.0,232959.0,951406.0,162898.0,13293.0,19172206.0,468813.0,877714.0,60.0,3404.0,1616748.0,767777.0,0.0,34567243.0,25.9,23.0,29.5,6100832.0
20190817,내국인,265278.0,52172.0,153537.0,599092.0,609971.0,10099598.0,1465604.0,26223.0,319194.0,1314701.0,196961.0,15066.0,21775216.0,90901.0,840267.0,0.0,1555.0,657776.0,1125907.0,0.0,39609022.0,25.9,23.4,28.8,5929434.0
20190818,내국인,249679.0,34211.0,93034.0,512072.0,501227.0,9104206.0,1272750.0,22976.0,377257.0,1059555.0,137509.0,10319.0,17176956.0,82425.0,786154.0,0.0,2363.0,669750.0,918719.0,0.0,33011163.0,25.6,22.6,30.7,5697479.0
20190819,내국인,231501.0,39440.0,89996.0,595278.0,299351.0,4164401.0,967449.0,61050.0,172394.0,464158.0,126486.0,1923.0,15814377.0,585585.0,863788.0,0.0,2093.0,1703983.0,608370.0,0.0,26791625.0,26.3,21.2,31.3,6118426.0
20190820,내국인,211139.0,48972.0,93044.0,529532.0,316203.0,5229713.0,931125.0,62273.0,149054.0,458826.0,135770.0,1511.0,17691416.0,560683.0,811984.0,0.0,2849.0,1473666.0,587036.0,0.0,29294798.0,28.2,23.2,32.8,6233196.0
20190821,내국인,194573.0,32288.0,71550.0,486791.0,321773.0,5163291.0,979839.0,45242.0,220555.0,555257.0,113704.0,1343.0,18103928.0,474907.0,774845.0,0.0,3073.0,1451556.0,565525.0,0.0,29560039.0,27.0,24.4,30.4,6248628.0
20190822,내국인,200721.0,44270.0,78276.0,485843.0,317511.0,5461873.0,981920.0,49010.0,228763.0,539707.0,98694.0,1705.0,18771871.0,463734.0,849115.0,0.0,1768.0,1422572.0,565650.0,0.0,30563003.0,26.9,23.0,31.4,6318544.0
20190823,내국인,207097.0,58725.0,76336.0,488744.0,385191.0,7270079.0,1107725.0,54635.0,218456.0,656695.0,133778.0,3073.0,21482176.0,496440.0,1127489.0,0.0,1399.0,1651499.0,691682.0,0.0,36111219.0,26.2,22.7,30.5,6449660.0
20190824,내국인,273448.0,56537.0,124433.0,570317.0,666846.0,10734072.0,1696210.0,33261.0,342074.0,1122329.0,150246.0,8868.0,24139980.0,112153.0,989693.0,60.0,2102.0,704812.0,1296285.0,0.0,43023724.0,24.1,21.5,27.3,6245330.0
20190825,내국인,274121.0,37592.0,100068.0,486135.0,572637.0,7140839.0,1371573.0,18314.0,328928.0,970125.0,136476.0,9036.0,18264320.0,77946.0,867665.0,0.0,759.0,585945.0,1020565.0,0.0,32263043.0,25.0,20.2,29.9,5784394.0
20190826,내국인,187788.0,32462.0,66314.0,564734.0,288384.0,4977679.0,1022155.0,109474.0,192977.0,401483.0,111949.0,1322.0,16219833.0,538924.0,892473.0,0.0,3513.0,1561507.0,505791.0,0.0,27678762.0,26.4,21.5,32.1,6203938.0
20190827,내국인,200391.0,45590.0,63964.0,488450.0,297183.0,5495525.0,1197847.0,58135.0,164245.0,409760.0,92897.0,1167.0,17746782.0,716193.0,1148202.0,0.0,3039.0,1370244.0,540063.0,0.0,30039677.0,25.7,22.2,29.3,6304214.0
20190828,내국인,208823.0,41511.0,68275.0,480083.0,299485.0,5862273.0,1151622.0,51458.0,162452.0,536768.0,94380.0,2139.0,18498066.0,594991.0,785733.0,0.0,2024.0,1478108.0,565182.0,0.0,30883374.0,26.1,23.6,30.2,6374554.0
20190829,내국인,191352.0,45317.0,64939.0,441627.0,322195.0,5527006.0,1045745.0,46000.0,175746.0,410747.0,96408.0,692.0,18064101.0,539037.0,759529.0,30.0,2697.0,1374675.0,616152.0,0.0,29723993.0,23.4,20.1,26.4,6281590.0
20190830,내국인,196852.0,45547.0,76644.0,536453.0,379282.0,7826065.0,1463783.0,80307.0,202717.0,514598.0,127487.0,2247.0,21542087.0,581088.0,859926.0,0.0,3066.0,1625304.0,661827.0,0.0,36725278.0,22.6,19.5,27.0,6590228.0
20190831,내국인,298949.0,53449.0,136772.0,606073.0,730682.0,11953492.0,2227931.0,31895.0,372455.0,905828.0,140568.0,11357.0,24234553.0,92617.0,857826.0,40.0,10422.0,737628.0,1439057.0,0.0,44841594.0,23.5,18.5,28.9,6467160.0
20190901,내국인,252560.0,42431.0,84918.0,476509.0,507418.0,11265260.0,1588305.0,18287.0,456797.0,712661.0,119557.0,8955.0,17957220.0,113960.0,801112.0,0.0,7699.0,665459.0,1129454.0,0.0,36208560.0,23.7,19.2,27.8,5297040.0
20190902,내국인,211582.0,41363.0,100762.0,617306.0,282494.0,5536795.0,1119807.0,46568.0,169890.0,284120.0,90022.0,643.0,16248871.0,742029.0,765388.0,30.0,3460.0,1529509.0,520930.0,0.0,28311568.0,24.4,19.4,29.7,5835175.0
20190903,내국인,189878.0,50795.0,69101.0,460571.0,280952.0,6168156.0,1056772.0,46161.0,194095.0,288787.0,80417.0,740.0,17538141.0,702564.0,688546.0,0.0,1350.0,1414743.0,378603.0,0.0,29610372.0,24.1,22.0,28.0,5893195.0
20190904,내국인,175514.0,39579.0,54303.0,443061.0,299447.0,6375607.0,1009178.0,32755.0,198256.0,311265.0,75899.0,1334.0,17125678.0,658625.0,653233.0,0.0,1307.0,1454237.0,438361.0,0.0,29347637.0,22.8,21.2,25.5,5838039.0
20190905,내국인,181013.0,41636.0,80119.0,409203.0,308158.0,6458540.0,926852.0,62558.0,196573.0,292035.0,79845.0,533.0,17614855.0,586432.0,678404.0,35.0,1112.0,1396700.0,439769.0,0.0,29754372.0,23.0,21.5,27.6,5838977.0
20190906,내국인,178050.0,44931.0,64969.0,469279.0,383859.0,8587496.0,1169066.0,45406.0,177519.0,397922.0,40914.0,828.0,20885691.0,543836.0,769847.0,40.0,1177.0,1574298.0,552714.0,0.0,35887843.0,25.3,21.6,29.1,6149126.0
20190907,내국인,207719.0,22909.0,68840.0,520892.0,581155.0,10495332.0,1170479.0,17841.0,259783.0,648878.0,16369.0,4078.0,17393434.0,93986.0,625556.0,20.0,2650.0,767402.0,1146474.0,0.0,34043795.0,25.7,22.6,29.5,4912502.0
20190908,내국인,239315.0,36348.0,93068.0,514781.0,501967.0,10625999.0,1833779.0,19351.0,453354.0,714076.0,59641.0,5680.0,18057188.0,63756.0,675161.0,0.0,622.0,576298.0,925193.0,0.0,35395576.0,24.7,22.9,27.3,5090124.0
20190909,내국인,190329.0,34279.0,49054.0,444349.0,260366.0,7380907.0,1069912.0,49352.0,182303.0,241181.0,86532.0,1742.0,16912871.0,711868.0,669157.0,60.0,2070.0,1472243.0,380682.0,0.0,30139260.0,25.1,22.4,28.0,6032225.0
20190910,내국인,185237.0,28017.0,48501.0,408203.0,304131.0,7843591.0,978637.0,67865.0,176079.0,277468.0,93180.0,1357.0,17978665.0,585069.0,642269.0,30.0,1279.0,1655304.0,371510.0,0.0,31646391.0,23.8,22.1,26.5,5997463.0
20190911,내국인,226069.0,36433.0,57334.0,468858.0,358668.0,11640366.0,1521591.0,91534.0,281595.0,748123.0,124838.0,1253.0,20324321.0,409313.0,847155.0,30.0,2008.0,1675497.0,502906.0,0.0,39317893.0,24.3,20.4,28.7,6186092.0
20190912,내국인,191636.0,30020.0,111404.0,457783.0,497337.0,9758586.0,1292530.0,50542.0,319606.0,1248449.0,183251.0,9990.0,14734141.0,30836.0,827338.0,30.0,311.0,713592.0,941177.0,0.0,31398558.0,21.0,18.7,22.9,4988610.0
20190913,내국인,83969.0,27551.0,113885.0,373009.0,356064.0,3124472.0,702604.0,14649.0,201915.0,1504115.0,188708.0,18111.0,10700787.0,58591.0,754012.0,0.0,4280.0,576788.0,939368.0,0.0,19742880.0,23.3,18.3,29.3,5016575.0
20190914,내국인,286549.0,37004.0,125862.0,511984.0,505553.0,10280081.0,1533706.0,21584.0,359620.0,1508919.0,204365.0,18493.0,16496302.0,44998.0,773549.0,80.0,6858.0,569805.0,934936.0,0.0,34220247.0,22.4,20.8,24.1,4909943.0
20190915,내국인,292044.0,36244.0,79047.0,476983.0,475746.0,10080483.0,1639138.0,20864.0,378936.0,1055936.0,128091.0,11052.0,16050998.0,43117.0,776562.0,0.0,2990.0,650500.0,719287.0,0.0,32918016.0,24.2,19.5,30.0,5316965.0
20190916,내국인,285256.0,25178.0,146169.0,563652.0,290257.0,5158140.0,1252932.0,79299.0,215797.0,399436.0,100181.0,1079.0,15269839.0,730579.0,850394.0,0.0,3470.0,1620902.0,455883.0,0.0,27448443.0,24.5,20.7,30.5,6037279.0
20190917,내국인,270180.0,25925.0,111414.0,469957.0,296195.0,5302229.0,1209829.0,41944.0,219955.0,302715.0,100450.0,1778.0,17096460.0,701672.0,750099.0,0.0,4053.0,1632172.0,397424.0,0.0,28934451.0,23.5,18.0,29.0,6212010.0
20190918,내국인,240603.0,36781.0,97457.0,492206.0,314111.0,5586372.0,1242768.0,39110.0,239859.0,311088.0,97133.0,2098.0,17947079.0,664753.0,740432.0,50.0,12653.0,1675208.0,460832.0,0.0,30200594.0,21.0,16.0,25.4,6255333.0
20190919,내국인,228586.0,34390.0,87439.0,438412.0,306236.0,5536813.0,1332597.0,52291.0,207582.0,311000.0,96641.0,1093.0,18669439.0,595658.0,743574.0,0.0,2169.0,1607706.0,397178.0,0.0,30648803.0,19.5,13.6,26.0,6285164.0
20190920,내국인,218264.0,47736.0,100085.0,499611.0,410132.0,7717058.0,1451741.0,54796.0,238853.0,419656.0,104871.0,1791.0,21650747.0,635582.0,852383.0,0.0,4571.0,1830002.0,684165.0,0.0,36922044.0,19.6,15.8,24.2,6485867.0
20190921,내국인,265347.0,45899.0,119928.0,577292.0,781319.0,11910053.0,2544420.0,20287.0,406686.0,807974.0,46056.0,8219.0,25221834.0,116097.0,809024.0,150.0,7293.0,712368.0,1608542.0,0.0,46008787.0,19.6,18.3,22.1,6283179.0
20190922,내국인,259158.0,28505.0,88916.0,506543.0,509465.0,8984910.0,1835770.0,16304.0,376463.0,700799.0,17286.0,8388.0,17411536.0,68995.0,671080.0,100.0,3747.0,633432.0,836684.0,0.0,32958082.0,18.6,17.3,19.6,5600358.0
20190923,내국인,227287.0,39768.0,115310.0,464795.0,304766.0,5301179.0,1649945.0,72728.0,170765.0,282126.0,83492.0,2136.0,16396046.0,757798.0,816706.0,0.0,2723.0,1542952.0,491656.0,0.0,28722180.0,20.0,16.9,24.6,6248032.0
20190924,내국인,204057.0,30331.0,100863.0,452655.0,321931.0,5702407.0,1342650.0,46813.0,190765.0,282055.0,105582.0,1242.0,17864985.0,714263.0,757073.0,30.0,9836.0,1440153.0,458636.0,0.0,30026327.0,19.8,13.9,26.5,6339536.0
20190925,내국인,238841.0,44356.0,174166.0,447619.0,302377.0,6007507.0,1425670.0,87789.0,226866.0,365642.0,110387.0,1190.0,18725822.0,519905.0,761430.0,0.0,2633.0,1628742.0,464693.0,0.0,31535635.0,20.9,14.8,27.4,6425462.0
20190926,내국인,222634.0,33515.0,104319.0,437745.0,314752.0,5964164.0,1490882.0,50990.0,226906.0,306117.0,104696.0,4605.0,19222424.0,765104.0,756113.0,0.0,1818.0,1530858.0,473214.0,0.0,32010856.0,22.9,17.7,29.0,6361373.0
20190927,내국인,209071.0,33956.0,111212.0,506766.0,404793.0,7109755.0,1617011.0,71816.0,199393.0,404635.0,116471.0,5248.0,22098306.0,585014.0,875989.0,0.0,8687.0,1705577.0,654797.0,0.0,36718496.0,22.9,19.6,27.0,6596751.0
20190928,내국인,265432.0,55061.0,141114.0,565095.0,757604.0,11499834.0,2278763.0,24939.0,354812.0,745194.0,153160.0,15116.0,25431354.0,117173.0,863010.0,85.0,2468.0,695538.0,1622837.0,0.0,45588591.0,23.7,19.4,29.2,6421604.0
20190929,내국인,301377.0,45943.0,131333.0,479084.0,527966.0,10996616.0,1905629.0,12612.0,434579.0,656403.0,127010.0,9866.0,19107922.0,78199.0,816953.0,50.0,1428.0,626622.0,1153015.0,0.0,37412607.0,22.6,17.9,28.6,5879754.0
20190930,내국인,252178.0,29570.0,92122.0,580180.0,313456.0,5290510.0,1743324.0,87598.0,197183.0,288320.0,112177.0,1363.0,16957447.0,766542.0,815380.0,0.0,3875.0,1535221.0,544103.0,0.0,29610549.0,22.4,16.4,29.9,6341286.0
20191001,내국인,228210.0,33621.0,95111.0,493154.0,309519.0,5326323.0,1214621.0,63176.0,176253.0,316811.0,83867.0,1405.0,17923286.0,655963.0,784023.0,30.0,2995.0,1630037.0,428249.0,0.0,29766651.0,23.1,17.6,28.2,5818624.0
20191002,내국인,187391.0,38319.0,90369.0,488032.0,376858.0,5792962.0,986886.0,48312.0,204019.0,692118.0,30812.0,1388.0,19521227.0,640523.0,789621.0,0.0,1982.0,1652603.0,541807.0,0.0,32085228.0,21.6,20.0,24.2,5890580.0
20191003,내국인,328764.0,41329.0,129912.0,548225.0,642363.0,11564380.0,2028700.0,23801.0,421781.0,1219712.0,88206.0,11043.0,20586506.0,99170.0,720928.0,65.0,1426.0,844020.0,1007585.0,0.0,40307917.0,22.4,19.8,27.3,5520078.0
20191004,내국인,258962.0,55169.0,141725.0,494513.0,432571.0,7299017.0,1427835.0,63809.0,192196.0,846146.0,141808.0,14435.0,20107330.0,609112.0,913969.0,30.0,1400.0,1660792.0,719355.0,0.0,35380174.0,22.4,18.0,27.8,6067534.0
20191005,내국인,254392.0,51845.0,127486.0,542560.0,753187.0,10677141.0,1947183.0,22708.0,300932.0,1153103.0,134338.0,18603.0,23669448.0,85213.0,894100.0,40.0,1502.0,684803.0,1598718.0,0.0,42917303.0,18.7,14.7,21.9,6049008.0
20191006,내국인,246601.0,28500.0,88538.0,444887.0,493667.0,10010545.0,1769617.0,13084.0,299978.0,948050.0,120785.0,13893.0,18000138.0,81422.0,824832.0,130.0,2483.0,673810.0,960665.0,0.0,35021627.0,18.1,13.2,22.7,5541399.0
20191007,내국인,203906.0,29608.0,69688.0,432604.0,319595.0,4120848.0,1047052.0,110833.0,126064.0,469869.0,112359.0,2300.0,15023087.0,534257.0,845468.0,60.0,1556.0,1665929.0,399039.0,0.0,25514120.0,14.8,13.3,17.9,5693828.0
20191008,내국인,221099.0,36892.0,80719.0,422465.0,342645.0,6384325.0,1306513.0,38349.0,146018.0,555478.0,105446.0,4254.0,20146277.0,612109.0,810730.0,30.0,759.0,1667836.0,494854.0,0.0,33376796.0,14.7,10.6,19.8,6107602.0
20191009,내국인,297771.0,52983.0,123964.0,488773.0,465793.0,10775625.0,2106911.0,14603.0,361229.0,894806.0,132954.0,9751.0,20171232.0,102514.0,741048.0,60.0,310.0,875361.0,778427.0,0.0,38394115.0,13.6,7.7,20.4,5557800.0
20191010,내국인,192009.0,37926.0,81195.0,383360.0,287435.0,5713547.0,1413202.0,47131.0,188659.0,399056.0,124535.0,2419.0,17083997.0,435899.0,820650.0,0.0,2347.0,1587894.0,463981.0,0.0,29265241.0,15.2,10.7,19.8,5962831.0
20191011,내국인,221574.0,40332.0,76823.0,421201.0,359115.0,7566639.0,1534437.0,55875.0,162940.0,517754.0,130920.0,3677.0,20679099.0,562059.0,950858.0,0.0,863.0,1532719.0,555329.0,0.0,35372214.0,18.8,13.0,26.1,6244823.0
20191012,내국인,274888.0,53245.0,125729.0,518147.0,699566.0,11995257.0,2196623.0,25734.0,282206.0,875654.0,123357.0,18291.0,24443746.0,88850.0,935184.0,0.0,762.0,614037.0,1704157.0,0.0,44975432.0,17.9,13.3,23.3,6163738.0
20191013,내국인,273499.0,35112.0,98408.0,422411.0,548709.0,8891689.0,1968888.0,11561.0,295559.0,746409.0,107954.0,16553.0,18642023.0,69296.0,834350.0,60.0,12607.0,645883.0,858759.0,0.0,34479730.0,17.2,12.1,23.8,5624679.0
20191014,내국인,232606.0,31392.0,65844.0,429690.0,310001.0,4931336.0,1219700.0,60462.0,135668.0,305414.0,98883.0,3246.0,15958305.0,561701.0,854766.0,60.0,374.0,1544318.0,418306.0,0.0,27162075.0,14.4,9.5,19.6,5938086.0
20191015,내국인,205179.0,51059.0,74020.0,389329.0,296137.0,6177212.0,1351398.0,41514.0,163817.0,280193.0,102584.0,3530.0,17669993.0,534204.0,750483.0,60.0,2543.0,1391964.0,476783.0,0.0,29962003.0,14.5,8.8,20.4,5247497.0
20191016,내국인,231866.0,45554.0,80385.0,382324.0,320430.0,6832176.0,1319480.0,40289.0,177050.0,286763.0,121331.0,2692.0,18120814.0,484735.0,741179.0,30.0,2091.0,1434261.0,411111.0,0.0,31034562.0,14.6,9.0,20.8,4748349.0
20191017,내국인,196923.0,38255.0,76022.0,382210.0,307814.0,6684145.0,1345118.0,41796.0,161200.0,340852.0,121866.0,2602.0,18364136.0,401344.0,729206.0,30.0,1733.0,1528295.0,440765.0,0.0,31164312.0,15.4,11.2,21.6,4760707.0
20191018,내국인,206190.0,33585.0,86626.0,453335.0,394234.0,7380766.0,1398150.0,58840.0,204697.0,467124.0,117575.0,5448.0,21065488.0,468203.0,851554.0,70.0,4404.0,1800759.0,607231.0,0.0,35604279.0,17.0,12.0,22.7,4938066.0
20191019,내국인,272808.0,48746.0,143311.0,531562.0,738392.0,11317125.0,2101379.0,21781.0,302101.0,840229.0,150406.0,15428.0,24951196.0,112865.0,875106.0,130.0,2832.0,700448.0,1479220.0,0.0,44605067.0,17.0,12.1,23.1,4855596.0
20191020,내국인,261122.0,34630.0,107851.0,438072.0,512202.0,11214581.0,1888431.0,20921.0,325327.0,707790.0,130364.0,15003.0,18458342.0,92230.0,802595.0,30.0,1329.0,645958.0,896678.0,0.0,36553457.0,16.5,12.0,22.9,4422740.0
20191021,내국인,250356.0,32395.0,60676.0,482942.0,276842.0,4384243.0,1238811.0,64327.0,160602.0,281457.0,113771.0,12206.0,15951538.0,517671.0,840790.0,30.0,4557.0,1633477.0,486502.0,0.0,26793192.0,17.1,10.9,24.6,4683018.0
20191022,내국인,220943.0,41295.0,61813.0,469916.0,298790.0,5587696.0,1210332.0,47945.0,161489.0,282960.0,121663.0,6731.0,17282604.0,457710.0,741153.0,100.0,1647.0,1374069.0,441124.0,0.0,28809980.0,18.1,13.3,24.4,5318505.0
20191023,내국인,201101.0,48903.0,63512.0,400247.0,295394.0,5702884.0,1258161.0,25083.0,154732.0,348294.0,114417.0,5302.0,17750882.0,431916.0,725497.0,70.0,2375.0,1467306.0,435650.0,0.0,29431725.0,17.0,14.3,20.7,5363407.0
20191024,내국인,230542.0,44940.0,64720.0,429934.0,318317.0,5722532.0,1325597.0,30589.0,180928.0,360034.0,100944.0,5679.0,18586750.0,433225.0,725089.0,100.0,2803.0,1423063.0,496727.0,0.0,30482512.0,18.3,15.3,23.8,5403076.0
20191025,내국인,198137.0,37500.0,87997.0,465156.0,411275.0,7681469.0,1448366.0,101991.0,215638.0,488293.0,128532.0,8695.0,21685983.0,455087.0,883084.0,0.0,2631.0,1575975.0,731389.0,0.0,36607198.0,16.7,13.1,22.0,7035669.0
20191026,내국인,273625.0,54454.0,157333.0,553265.0,766781.0,12338723.0,2419935.0,31024.0,329620.0,840705.0,152291.0,18655.0,25711030.0,88628.0,880568.0,190.0,7059.0,691188.0,1600932.0,0.0,46916006.0,10.0,6.6,14.9,6956034.0
20191027,내국인,274207.0,41999.0,122070.0,452726.0,570605.0,9391049.0,2059685.0,15510.0,373232.0,750121.0,137538.0,19834.0,19828871.0,62746.0,801636.0,180.0,625.0,644545.0,1245140.0,0.0,36792319.0,11.0,4.7,17.4,6353557.0
20191028,내국인,206917.0,31637.0,64159.0,480125.0,316896.0,5211046.0,1392343.0,61123.0,161986.0,340073.0,119751.0,8963.0,16294742.0,660387.0,847958.0,40.0,1444.0,1602383.0,524620.0,0.0,28326593.0,12.9,7.4,17.7,6658253.0
20191029,내국인,219339.0,37778.0,64979.0,479588.0,296218.0,5925960.0,1394772.0,54194.0,153995.0,367213.0,110908.0,6930.0,18052716.0,507711.0,761241.0,100.0,2578.0,1445714.0,527341.0,0.0,30409275.0,12.5,8.2,17.6,6770379.0
20191030,내국인,219283.0,46150.0,80527.0,449098.0,299703.0,6143641.0,1546916.0,31176.0,244781.0,528590.0,117873.0,7306.0,18752482.0,505362.0,720046.0,0.0,3464.0,1553889.0,493505.0,0.0,31743794.0,11.2,5.0,17.7,6840782.0
20191031,내국인,227305.0,37716.0,83389.0,500520.0,357195.0,6459924.0,1751832.0,56712.0,234890.0,462212.0,109706.0,6330.0,19945187.0,380906.0,736215.0,0.0,1046.0,1934692.0,590280.0,0.0,33876058.0,14.8,8.4,19.7,6860238.0
20191101,내국인,252851.0,36305.0,144179.0,285496.0,421544.0,7813652.0,1639382.0,57406.0,264775.0,590727.0,126599.0,7197.0,21919028.0,534724.0,913523.0,0.0,3445.0,1495464.0,704173.0,0.0,37210469.0,14.9,11.4,20.5,6556231.0
20191102,내국인,281279.0,79492.0,223877.0,278682.0,753983.0,13562844.0,2156466.0,27130.0,590395.0,993883.0,145840.0,17535.0,24999884.0,98852.0,893220.0,100.0,963.0,666957.0,1515676.0,0.0,47287057.0,13.6,8.3,18.7,6473274.0
20191103,내국인,295136.0,59436.0,168730.0,209697.0,521253.0,11343375.0,1797344.0,12957.0,457139.0,811652.0,118785.0,18895.0,18493596.0,114882.0,834217.0,338.0,2647.0,600331.0,942503.0,0.0,36802913.0,14.7,9.4,22.1,5981382.0
20191104,내국인,247699.0,39911.0,93715.0,281959.0,270491.0,4959956.0,1188118.0,57566.0,181148.0,320481.0,102056.0,6071.0,16146215.0,608715.0,878679.0,0.0,2263.0,1556277.0,446386.0,0.0,27387707.0,13.8,9.2,20.3,6278542.0
20191105,내국인,227988.0,38239.0,89366.0,246732.0,279222.0,5853719.0,1260047.0,61471.0,202311.0,292366.0,104734.0,5036.0,17640139.0,466695.0,758970.0,0.0,1266.0,1484508.0,404415.0,0.0,29417223.0,12.4,8.4,18.4,6356501.0
20191106,내국인,222879.0,37657.0,98662.0,217122.0,303534.0,6852248.0,1286153.0,39911.0,216617.0,297807.0,100869.0,9190.0,18082441.0,504360.0,732821.0,30.0,2439.0,1372359.0,434544.0,0.0,30811644.0,11.0,6.3,16.5,6413281.0
20191107,내국인,223435.0,55072.0,91779.0,185615.0,314304.0,6517903.0,1318416.0,29946.0,216350.0,390288.0,111164.0,5119.0,18477727.0,439769.0,736094.0,0.0,1046.0,1405779.0,468626.0,0.0,30988432.0,9.2,5.0,13.6,6445484.0
20191108,내국인,222948.0,59813.0,121857.0,226677.0,400536.0,8833146.0,1539322.0,48145.0,309401.0,521292.0,111269.0,6814.0,21370714.0,500188.0,880263.0,30.0,981.0,1581649.0,575349.0,0.0,37310393.0,6.8,1.1,13.0,6679039.0
20191109,내국인,277497.0,114891.0,212301.0,281470.0,680240.0,13526221.0,2195215.0,21236.0,482228.0,1007158.0,140526.0,15436.0,25291111.0,85407.0,882219.0,90.0,7927.0,656640.0,1437230.0,0.0,47315045.0,9.5,3.5,17.2,6612578.0
20191110,내국인,241571.0,55175.0,157895.0,198900.0,524600.0,10133273.0,2002184.0,15532.0,497638.0,836925.0,109730.0,19142.0,18121746.0,99510.0,800187.0,120.0,1188.0,638370.0,940951.0,0.0,35394637.0,10.0,6.2,15.3,5989858.0
20191111,내국인,228761.0,50685.0,89728.0,238263.0,275515.0,5565281.0,1321759.0,82905.0,164506.0,319981.0,65079.0,2856.0,16333579.0,518962.0,803319.0,0.0,861.0,1583219.0,480150.0,0.0,28125409.0,11.2,7.9,15.1,6397209.0
20191112,내국인,229957.0,51470.0,90150.0,218741.0,288529.0,6170615.0,1235266.0,51327.0,168874.0,299695.0,111971.0,3380.0,17862155.0,459613.0,792522.0,30.0,1227.0,1543417.0,447608.0,0.0,30026547.0,9.3,4.8,14.5,6478965.0
20191113,내국인,188285.0,27867.0,93292.0,201935.0,325226.0,5876166.0,1132968.0,45338.0,193830.0,390005.0,92319.0,1638.0,17597453.0,505537.0,739636.0,0.0,1420.0,1543079.0,432223.0,0.0,29388216.0,7.2,3.0,11.3,6437274.0
20191114,내국인,207660.0,62427.0,101828.0,201673.0,314483.0,6604346.0,1440405.0,31877.0,202092.0,431160.0,71116.0,4930.0,18403661.0,446800.0,715912.0,0.0,2032.0,1461645.0,560884.0,0.0,31264930.0,1.3,-2.5,5.0,6486347.0
20191115,내국인,190349.0,57755.0,104668.0,236953.0,436336.0,8058043.0,1287190.0,57747.0,311306.0,535583.0,98717.0,4425.0,20286106.0,485242.0,915159.0,19.0,5523.0,1679536.0,660986.0,0.0,35411641.0,5.6,1.4,7.6,6629214.0
20191116,내국인,264394.0,115181.0,190023.0,273817.0,714660.0,13773391.0,2174500.0,22133.0,463315.0,924654.0,119544.0,13369.0,24980912.0,81051.0,914841.0,88.0,7775.0,679891.0,1708440.0,0.0,47421978.0,6.8,3.8,12.7,6680555.0
20191117,내국인,208578.0,52169.0,136915.0,197770.0,565570.0,12082163.0,1472264.0,14740.0,481892.0,790577.0,88855.0,13273.0,16703307.0,82446.0,789304.0,200.0,8170.0,668800.0,961318.0,0.0,35318311.0,8.3,5.6,10.5,6010763.0
20191118,내국인,206847.0,47187.0,91444.0,304688.0,284574.0,5387327.0,1330996.0,46960.0,209995.0,383507.0,56173.0,1313.0,15733520.0,508471.0,798092.0,0.0,3981.0,1640854.0,443865.0,0.0,27479796.0,4.6,0.4,12.7,6473432.0
