기준년월,구분,골프장,관광기념품,관광유원시설,기타레저,기타숙박,대형쇼핑몰,레저용품쇼핑,렌터카,면세점,문화서비스,수상운송,스키장,식음료,여행업,육상운송,캠핑장/펜션,콘도,항공운송,호텔,카지노,관광총소비,평균기온(℃),최저기온(℃),최고기온(℃),방문자수
20180101,내국인,120701.0,26043.0,111061.0,355665.0,566771.0,6056574.0,1134272.0,19695.0,223042.0,1485300.0,64365.0,37522.0,15465698.0,41559.0,1336056.0,370.0,14031.0,550708.0,888759.0,0.0,28498192.0,-1.3,-5.1,3.8,4840114.0
20180102,내국인,141696.0,28959.0,123890.0,639208.0,274243.0,6597272.0,1100400.0,60618.0,222541.0,711677.0,58220.0,18739.0,15052539.0,1048525.0,1266568.0,0.0,3648.0,1485335.0,550999.0,0.0,29385078.0,-1.8,-4.3,1.8,5541284.0
20180103,내국인,117063.0,44451.0,112622.0,546619.0,322489.0,6032241.0,1073413.0,38854.0,204052.0,697229.0,52772.0,16958.0,16755992.0,985991.0,1194334.0,0.0,30216.0,1642292.0,471557.0,0.0,30339145.0,-4.7,-7.1,-0.4,5623831.0
20180104,내국인,113794.0,50071.0,94998.0,435600.0,322619.0,5899588.0,1049749.0,37543.0,263262.0,735327.0,47962.0,19195.0,17511601.0,871510.0,1199274.0,0.0,12677.0,1701707.0,587422.0,0.0,30953900.0,-4.7,-8.7,-0.7,5714965.0
20180105,내국인,111477.0,31588.0,93509.0,432891.0,381762.0,7383704.0,1177246.0,60086.0,360077.0,980239.0,79659.0,18286.0,20435870.0,996309.0,1359148.0,50.0,11214.0,2116769.0,687969.0,0.0,36717853.0,-3.0,-5.6,1.6,5905690.0
20180106,내국인,165323.0,49003.0,116775.0,470095.0,719930.0,12262763.0,1676075.0,30651.0,558743.0,1579295.0,57196.0,41399.0,23434169.0,157348.0,1379462.0,0.0,23371.0,773811.0,1157013.0,0.0,44652421.0,-2.8,-6.8,2.9,5695400.0
20180107,내국인,158430.0,28766.0,99823.0,366868.0,577919.0,10963870.0,1489564.0,22694.0,540154.0,1292936.0,50417.0,35025.0,17054831.0,69456.0,1246600.0,100.0,16479.0,641427.0,772837.0,0.0,35428195.0,-0.8,-5.7,2.8,5193643.0
20180108,내국인,116882.0,23921.0,77653.0,486567.0,299757.0,4977467.0,1006025.0,60663.0,298821.0,587757.0,39244.0,13776.0,15300143.0,953920.0,1199301.0,25.0,4398.0,1847674.0,446901.0,0.0,27740894.0,1.3,-1.2,4.0,5648692.0
20180109,내국인,95607.0,25718.0,69064.0,419060.0,331911.0,5742467.0,997968.0,48893.0,332629.0,569441.0,22874.0,16902.0,16872105.0,847468.0,1162033.0,0.0,13671.0,1767888.0,462200.0,0.0,29797897.0,-4.2,-6.1,-1.2,5716946.0
20180110,내국인,94616.0,33370.0,64008.0,387691.0,353130.0,6122384.0,1100134.0,60676.0,367949.0,568305.0,12819.0,11941.0,17481137.0,869466.0,1194484.0,30.0,5285.0,1766738.0,476574.0,0.0,30970739.0,-7.5,-10.3,-4.8,5758420.0
20180111,내국인,94290.0,29597.0,62895.0,353189.0,340844.0,6237614.0,1064187.0,46204.0,356230.0,635525.0,45701.0,12238.0,17532714.0,807213.0,1181336.0,30.0,3674.0,1787648.0,513139.0,0.0,31104269.0,-11.1,-13.6,-7.4,5682285.0
20180112,내국인,94057.0,25785.0,67427.0,363354.0,423720.0,7334426.0,1208834.0,50392.0,333903.0,839865.0,50330.0,15217.0,19697347.0,969603.0,1377338.0,30.0,20126.0,2209164.0,612626.0,0.0,35693544.0,-10.2,-15.3,-5.4,5866798.0
20180113,내국인,152428.0,42081.0,121370.0,457893.0,725158.0,12317784.0,1700615.0,38461.0,621003.0,1410170.0,47613.0,40597.0,23746270.0,121620.0,1463496.0,50.0,7454.0,664841.0,1030622.0,0.0,44709526.0,-4.4,-6.6,-1.2,5797050.0
20180114,내국인,157717.0,34744.0,109089.0,373082.0,602837.0,7950459.0,1518201.0,21732.0,594054.0,1184994.0,50183.0,38838.0,17709959.0,67043.0,1345283.0,200.0,5149.0,621075.0,876998.0,0.0,33261637.0,0.6,-4.4,5.4,5304422.0
20180115,내국인,133862.0,50902.0,72657.0,482994.0,295971.0,5488183.0,1070319.0,58092.0,351240.0,507287.0,59048.0,16746.0,15871723.0,923918.0,1293373.0,0.0,13415.0,1826384.0,554672.0,0.0,29070788.0,4.7,1.8,7.7,5780288.0
20180116,내국인,115650.0,56302.0,68889.0,407475.0,327334.0,5582710.0,1006460.0,34812.0,308071.0,537846.0,53052.0,11907.0,17265244.0,844804.0,1216679.0,0.0,3354.0,1755451.0,510937.0,0.0,30106977.0,3.5,0.1,6.8,5828054.0
20180117,내국인,116290.0,32288.0,74440.0,431800.0,318867.0,5718466.0,1084185.0,33029.0,335191.0,670416.0,53716.0,15073.0,17962862.0,720012.0,1235324.0,25.0,9324.0,1841379.0,512013.0,0.0,31164701.0,4.5,2.4,8.7,5910943.0
20180118,내국인,120183.0,31693.0,76007.0,378621.0,329238.0,5946691.0,1003039.0,38205.0,334550.0,683155.0,61416.0,14297.0,18361542.0,724062.0,1264089.0,0.0,4882.0,2014509.0,541162.0,0.0,31927338.0,2.1,0.3,4.5,5900236.0
20180119,내국인,119579.0,35152.0,86640.0,428156.0,426322.0,7357957.0,1195940.0,51356.0,344150.0,856077.0,67278.0,18217.0,21264627.0,686086.0,1477689.0,0.0,9773.0,2346082.0,688748.0,0.0,37459828.0,1.0,-2.5,5.5,6151958.0
20180120,내국인,170199.0,47244.0,147105.0,521086.0,761083.0,11827971.0,1634803.0,35661.0,620383.0,1389382.0,65734.0,41946.0,24363689.0,123160.0,1541298.0,40.0,8130.0,768314.0,1233432.0,0.0,45300659.0,2.2,-1.0,6.9,5898540.0
20180121,내국인,159994.0,35319.0,116818.0,381918.0,603356.0,10900906.0,1434008.0,18517.0,600483.0,1141137.0,58709.0,33907.0,17861258.0,75240.0,1411657.0,0.0,15925.0,631943.0,843149.0,0.0,36324243.0,0.4,-3.7,5.5,5385569.0
20180122,내국인,111326.0,26014.0,74588.0,474130.0,315769.0,4690453.0,898074.0,62455.0,267867.0,448869.0,58203.0,18677.0,15050736.0,854617.0,1324188.0,0.0,9429.0,2323585.0,536965.0,0.0,27545945.0,0.2,-5.3,4.0,5748760.0
20180123,내국인,95806.0,39847.0,77671.0,432940.0,318102.0,5465787.0,873760.0,56295.0,308325.0,466120.0,31453.0,11324.0,15885937.0,698070.0,1271960.0,30.0,13842.0,2054868.0,520252.0,0.0,28622388.0,-11.7,-14.6,-5.3,5741298.0
20180124,내국인,78169.0,32667.0,58903.0,379539.0,301358.0,5530624.0,944555.0,37192.0,274961.0,443982.0,34915.0,10268.0,16071438.0,762652.0,1537849.0,0.0,19306.0,1915162.0,587882.0,0.0,29021423.0,-14.2,-16.3,-10.7,5731386.0
20180125,내국인,85361.0,23435.0,65721.0,399067.0,338692.0,5907589.0,1006020.0,60391.0,318072.0,495983.0,29914.0,13546.0,17021893.0,622248.0,1325959.0,0.0,11859.0,2017761.0,545385.0,0.0,30288894.0,-14.0,-16.4,-9.5,5825110.0
20180126,내국인,90439.0,27807.0,80472.0,405530.0,418204.0,7156658.0,1118224.0,56161.0,283046.0,633247.0,39332.0,17507.0,19097623.0,673224.0,1424510.0,45.0,1275.0,2292141.0,754966.0,0.0,34570411.0,-14.8,-17.8,-10.7,5941362.0
20180127,내국인,137865.0,39379.0,125772.0,481544.0,755938.0,12575378.0,1647974.0,43198.0,535712.0,1137553.0,46164.0,34164.0,22490173.0,106714.0,1458376.0,0.0,41878.0,730432.0,1248875.0,0.0,43637092.0,-9.9,-15.9,-3.5,5860855.0
20180128,내국인,143690.0,31923.0,108903.0,389489.0,598231.0,7627775.0,1491913.0,22435.0,575205.0,988707.0,40951.0,33344.0,17333932.0,61290.0,1379434.0,70.0,12725.0,603335.0,1068899.0,0.0,32512252.0,-6.3,-9.3,-1.2,5420653.0
20180129,내국인,99020.0,30054.0,61190.0,500342.0,295386.0,5689475.0,995794.0,46229.0,333465.0,405463.0,47242.0,13612.0,15131638.0,847597.0,1391584.0,30.0,10813.0,2202907.0,636077.0,0.0,28737919.0,-8.5,-11.6,-4.7,5868026.0
20180130,내국인,101053.0,30833.0,67604.0,472008.0,349071.0,5356565.0,1196139.0,62001.0,214026.0,432709.0,55419.0,9204.0,16795169.0,811406.0,1177881.0,0.0,11098.0,1983473.0,689697.0,0.0,29815357.0,-5.3,-11.4,-0.8,5948537.0
20180131,내국인,136964.0,48667.0,66150.0,534018.0,382096.0,6571787.0,1274715.0,59655.0,260652.0,554272.0,57476.0,9180.0,18423734.0,722925.0,1198965.0,0.0,25182.0,2428711.0,732965.0,0.0,33488114.0,-2.6,-5.2,0.0,6086503.0
20180201,내국인,117706.0,49984.0,65385.0,492706.0,340606.0,6563528.0,1146925.0,53835.0,304593.0,440893.0,57470.0,9806.0,18219091.0,1078910.0,1230905.0,17.0,3908.0,1472784.0,668431.0,0.0,32317483.0,-4.0,-8.8,1.2,5519200.0
20180202,내국인,117191.0,38227.0,69317.0,457190.0,409801.0,7982062.0,1158519.0,53840.0,354562.0,546036.0,59982.0,15564.0,21048734.0,897265.0,1406051.0,30.0,10649.0,1907463.0,587586.0,0.0,37120067.0,-2.4,-7.6,3.8,5846655.0
20180203,내국인,133489.0,47408.0,133542.0,496627.0,743401.0,13408837.0,1627834.0,31489.0,577382.0,962622.0,25082.0,35934.0,23237142.0,142679.0,1438714.0,60.0,12425.0,695586.0,1156909.0,0.0,44907162.0,-7.3,-10.4,-2.1,5739034.0
20180204,내국인,134400.0,25885.0,97251.0,392909.0,577268.0,11861296.0,1410737.0,22736.0,536189.0,786419.0,27184.0,22614.0,16600454.0,54868.0,1304876.0,110.0,6369.0,576287.0,1012933.0,0.0,35450782.0,-9.5,-12.8,-5.2,5244208.0
20180205,내국인,102386.0,24995.0,73880.0,442446.0,300646.0,5584350.0,969326.0,58603.0,268557.0,289840.0,45376.0,8862.0,14820812.0,1078572.0,1233757.0,145.0,3678.0,1731694.0,412549.0,0.0,27450475.0,-9.4,-11.8,-5.1,5507090.0
20180206,내국인,101137.0,37944.0,61167.0,392178.0,294753.0,6588631.0,971742.0,34075.0,252666.0,294715.0,39292.0,6942.0,16434469.0,994796.0,1161329.0,30.0,928.0,1762879.0,427133.0,0.0,29856809.0,-10.1,-12.8,-5.8,5584130.0
20180207,내국인,99291.0,42369.0,53127.0,378897.0,305815.0,7327163.0,1145738.0,40320.0,266245.0,306018.0,45622.0,7157.0,17567211.0,798439.0,1205920.0,50.0,3047.0,1691397.0,458947.0,0.0,31742773.0,-8.0,-13.4,-1.6,5731302.0
20180208,내국인,105404.0,41709.0,63229.0,352040.0,311505.0,7402780.0,1206446.0,45338.0,294139.0,390537.0,58312.0,8361.0,18528386.0,873641.0,1250802.0,0.0,2386.0,1800149.0,513184.0,0.0,33248349.0,-4.4,-9.7,2.0,5804358.0
20180209,내국인,112326.0,39390.0,70141.0,377181.0,406702.0,8817202.0,1274848.0,47728.0,302989.0,472237.0,61555.0,13167.0,21289340.0,993299.0,1420546.0,0.0,2969.0,1947108.0,609177.0,0.0,38257906.0,0.4,-5.3,6.1,5978357.0
20180210,내국인,171601.0,51046.0,143906.0,488193.0,739933.0,14868765.0,1800788.0,35741.0,532763.0,848225.0,57936.0,39293.0,23551166.0,111027.0,1409693.0,230.0,7076.0,696110.0,1055677.0,0.0,46609169.0,-0.5,-6.9,3.2,5788426.0
20180211,내국인,135065.0,33283.0,101188.0,387915.0,567650.0,9745554.0,1594607.0,21118.0,637197.0,750973.0,33080.0,28718.0,17012427.0,71288.0,1287560.0,210.0,3935.0,592574.0,663983.0,0.0,33668325.0,-6.1,-9.5,-2.2,5263303.0
20180212,내국인,102821.0,30943.0,74513.0,399233.0,290511.0,8961417.0,1148538.0,58270.0,296240.0,337077.0,41468.0,14837.0,16560024.0,1081984.0,1278584.0,0.0,4532.0,1750868.0,516800.0,0.0,32948661.0,-5.8,-9.6,-1.8,5657470.0
20180213,내국인,109621.0,36817.0,80046.0,384319.0,298882.0,10146523.0,1226341.0,50544.0,254506.0,447430.0,65610.0,11635.0,19363942.0,858194.0,1186919.0,60.0,3010.0,1651219.0,505115.0,0.0,36680732.0,-0.8,-7.4,4.3,5826496.0
20180214,내국인,132931.0,45589.0,78928.0,420386.0,401248.0,13422353.0,1462907.0,103166.0,366756.0,1060228.0,68630.0,12255.0,20190794.0,743771.0,1373383.0,30.0,3244.0,2098284.0,568016.0,0.0,42552898.0,3.5,-0.7,8.7,5828466.0
20180215,내국인,117260.0,35750.0,117419.0,313635.0,415501.0,9671824.0,1294246.0,72489.0,391053.0,1261104.0,86978.0,28113.0,12343275.0,17951.0,1298387.0,0.0,12126.0,660186.0,649284.0,0.0,28786584.0,-0.7,-3.7,4.0,4466227.0
20180216,내국인,57091.0,30129.0,110395.0,227750.0,284573.0,3376689.0,546776.0,24889.0,267036.0,1427778.0,79414.0,22586.0,7639546.0,15676.0,1151815.0,0.0,1951.0,465483.0,689154.0,0.0,16418732.0,-1.1,-5.5,4.9,3435044.0
20180217,내국인,155077.0,45439.0,144718.0,345504.0,496578.0,10513952.0,1624152.0,32968.0,429140.0,1527665.0,85033.0,38886.0,14306161.0,36389.0,1177953.0,0.0,4316.0,533435.0,808604.0,0.0,32305971.0,-3.0,-7.1,1.4,3289366.0
20180218,내국인,184747.0,32265.0,100597.0,363260.0,480716.0,9713888.0,1606106.0,28187.0,499329.0,1089293.0,60429.0,27607.0,14329715.0,30012.0,1214266.0,160.0,2824.0,546083.0,604811.0,0.0,30914294.0,-0.4,-4.9,5.2,5082696.0
20180219,내국인,166262.0,39442.0,98028.0,550325.0,318769.0,5838683.0,1387908.0,84859.0,314888.0,471961.0,58135.0,13143.0,14820232.0,772615.0,1376580.0,0.0,5408.0,1657108.0,474544.0,0.0,28448890.0,1.8,-1.9,6.8,5645312.0
20180220,내국인,142348.0,57894.0,93497.0,485333.0,326911.0,5937363.0,1232142.0,57453.0,235884.0,404877.0,68986.0,9644.0,17126772.0,768787.0,1350721.0,0.0,11839.0,1627738.0,514354.0,0.0,30452539.0,0.9,-2.4,5.5,5815439.0
20180221,내국인,126714.0,43780.0,94558.0,487328.0,338599.0,6296546.0,1250877.0,48068.0,357197.0,398305.0,58917.0,8878.0,17838535.0,809049.0,1345597.0,60.0,7454.0,1615738.0,543287.0,0.0,31669487.0,-0.9,-4.5,4.4,5896202.0
20180222,내국인,131403.0,46960.0,104555.0,429923.0,356734.0,6427862.0,1316219.0,49090.0,300870.0,404218.0,68404.0,11076.0,18672917.0,695525.0,1363236.0,30.0,3163.0,1667105.0,548298.0,0.0,32597589.0,1.3,-3.9,5.4,5929832.0
20180223,내국인,126840.0,36117.0,116085.0,491466.0,441516.0,7592210.0,1389499.0,57474.0,211653.0,510255.0,69237.0,14982.0,21684243.0,686365.0,1492164.0,0.0,8037.0,1981445.0,682174.0,0.0,37591761.0,4.2,-0.3,8.6,6144608.0
20180224,내국인,208000.0,63273.0,154610.0,508778.0,789428.0,13247883.0,2234223.0,39853.0,396665.0,891042.0,68913.0,23261.0,24869693.0,149029.0,1486133.0,100.0,7630.0,741909.0,1396143.0,0.0,47276565.0,2.4,-1.1,7.2,6126046.0
20180225,내국인,211738.0,43407.0,132949.0,408899.0,604250.0,8496573.0,1855643.0,25056.0,367876.0,742632.0,63757.0,27614.0,18730178.0,85031.0,1339902.0,80.0,2618.0,603918.0,968256.0,0.0,34710374.0,1.9,-1.6,7.9,5602030.0
20180226,내국인,177834.0,25128.0,136254.0,571650.0,292783.0,5789017.0,1375605.0,71808.0,179021.0,388453.0,68705.0,10520.0,17236640.0,717356.0,1379154.0,0.0,6392.0,2032363.0,627325.0,0.0,31086007.0,3.1,-3.2,10.4,5964728.0
20180227,내국인,175544.0,46630.0,134286.0,595689.0,323547.0,6103515.0,1566622.0,60251.0,176818.0,443777.0,72577.0,8797.0,18723223.0,658626.0,1294556.0,0.0,4830.0,2177169.0,598744.0,0.0,33165200.0,4.2,0.6,6.9,5998804.0
20180228,내국인,144537.0,29080.0,130364.0,515622.0,397517.0,6642580.0,1355786.0,83392.0,184763.0,673675.0,42159.0,4438.0,20483159.0,707050.0,1308339.0,0.0,5811.0,2681042.0,649704.0,0.0,36039019.0,4.6,1.8,7.8,6062966.0
20180301,내국인,255172.0,37618.0,167725.0,491607.0,555419.0,13277545.0,2041569.0,31107.0,377792.0,928480.0,45837.0,11072.0,19583677.0,93775.0,1258417.0,0.0,9223.0,706516.0,820502.0,0.0,40693053.0,-0.2,-4.3,3.0,5325947.0
20180302,내국인,217800.0,38722.0,130646.0,594283.0,342989.0,7343214.0,1437037.0,64443.0,240389.0,525205.0,74561.0,6725.0,19279126.0,898343.0,1430599.0,0.0,6829.0,1858096.0,535341.0,0.0,35024347.0,-0.7,-6.7,5.4,6024925.0
20180303,내국인,251888.0,59292.0,173914.0,522598.0,663782.0,12093566.0,2097795.0,32815.0,292858.0,866179.0,82394.0,11037.0,23630231.0,102755.0,1444992.0,90.0,7387.0,629329.0,1242889.0,0.0,44205791.0,7.9,-0.1,16.2,5888516.0
20180304,내국인,249682.0,29464.0,99846.0,398105.0,541776.0,10924747.0,1686840.0,19280.0,309304.0,667158.0,64417.0,4810.0,16693739.0,104797.0,1329567.0,170.0,4745.0,635314.0,717557.0,0.0,34481318.0,9.8,7.6,11.9,5355511.0
20180305,내국인,206778.0,26891.0,84054.0,576273.0,277672.0,4056058.0,1244488.0,68536.0,208399.0,285648.0,63688.0,0.0,15885258.0,856079.0,1141323.0,30.0,7984.0,1826916.0,396130.0,0.0,27212205.0,5.5,1.3,11.4,5862448.0
20180306,내국인,213501.0,40755.0,85622.0,501784.0,328543.0,6088998.0,1224526.0,43230.0,165990.0,233398.0,62271.0,0.0,17529853.0,714097.0,1118757.0,0.0,1583.0,1629040.0,364112.0,0.0,30346062.0,4.5,-1.1,10.9,6031847.0
20180307,내국인,180427.0,40648.0,62102.0,430099.0,289868.0,5804292.0,1306116.0,38892.0,189411.0,291466.0,58428.0,0.0,17843641.0,603707.0,1071454.0,0.0,3765.0,1782297.0,399437.0,0.0,30396050.0,6.4,2.2,10.7,6029506.0
20180308,내국인,190513.0,47076.0,74893.0,377067.0,313098.0,6035576.0,1255077.0,40395.0,175591.0,319964.0,43054.0,0.0,18267272.0,590231.0,1105967.0,0.0,4512.0,1641762.0,438555.0,0.0,30920603.0,4.6,2.7,9.7,6009146.0
20180309,내국인,199946.0,38376.0,63729.0,418939.0,388183.0,7746490.0,1440833.0,50975.0,217787.0,450391.0,63268.0,0.0,21515822.0,578916.0,1474511.0,0.0,4058.0,1887618.0,454560.0,0.0,36994401.0,4.5,1.4,9.6,6294333.0
20180310,내국인,253587.0,57580.0,160775.0,510705.0,764589.0,13576757.0,2426690.0,28991.0,362731.0,857728.0,77803.0,0.0,25605173.0,118691.0,1518440.0,0.0,3423.0,772926.0,1192388.0,0.0,48288976.0,4.6,0.7,9.7,6146242.0
20180311,내국인,262120.0,38880.0,124675.0,394094.0,582498.0,8995434.0,2368915.0,25646.0,351215.0,698375.0,80422.0,1235.0,19250337.0,71247.0,1410371.0,200.0,5094.0,553557.0,732323.0,0.0,35946639.0,6.4,2.7,12.2,5624556.0
20180312,내국인,212238.0,36873.0,69009.0,471335.0,284519.0,5564132.0,1331035.0,48806.0,185496.0,245871.0,71344.0,0.0,16095748.0,782078.0,1209434.0,40.0,3902.0,2055915.0,402986.0,0.0,29070761.0,8.0,2.2,15.5,6000050.0
20180313,내국인,193517.0,44670.0,74781.0,426584.0,286471.0,6553799.0,1370352.0,37850.0,189746.0,242490.0,76275.0,0.0,18227383.0,738488.0,1106677.0,30.0,3181.0,1785681.0,493480.0,0.0,31851453.0,12.4,5.2,18.8,6120370.0
20180314,내국인,206126.0,42970.0,80419.0,380414.0,310659.0,7184708.0,1494133.0,34111.0,190236.0,301618.0,64978.0,0.0,19986384.0,564126.0,1109629.0,0.0,3799.0,1726225.0,544334.0,0.0,34224869.0,17.0,13.6,22.1,6245424.0
20180315,내국인,164629.0,32336.0,66262.0,382910.0,328828.0,5593700.0,1224366.0,43940.0,177609.0,298296.0,52063.0,0.0,18378502.0,620628.0,1102945.0,45.0,1281.0,1748073.0,465172.0,0.0,30681584.0,12.4,8.4,16.6,6242407.0
20180316,내국인,201826.0,44401.0,96934.0,417563.0,394175.0,7812392.0,1725151.0,52006.0,223337.0,463287.0,58862.0,0.0,21916141.0,836905.0,1480199.0,0.0,719.0,2279003.0,627197.0,0.0,38630098.0,7.1,3.6,12.2,6596230.0
20180317,내국인,259403.0,57688.0,164166.0,489164.0,794600.0,13009937.0,2669860.0,30879.0,374229.0,835345.0,93841.0,928.0,25832933.0,115622.0,1516350.0,200.0,11905.0,680095.0,1304072.0,0.0,48241217.0,6.6,0.5,14.0,6387696.0
20180318,내국인,242603.0,33210.0,121251.0,380481.0,567426.0,11677108.0,2108000.0,18681.0,294196.0,696217.0,76403.0,1310.0,18543076.0,61975.0,1385035.0,200.0,7623.0,609565.0,813895.0,0.0,37638257.0,8.2,5.4,12.5,5787996.0
20180319,내국인,181307.0,31098.0,137676.0,483669.0,280039.0,4511665.0,1047731.0,34601.0,180082.0,259806.0,56969.0,0.0,15642589.0,709484.0,1177894.0,30.0,3366.0,2001445.0,440957.0,0.0,27180408.0,8.0,6.2,10.4,6160616.0
20180320,내국인,181373.0,36045.0,112641.0,448947.0,287133.0,5409714.0,1156028.0,49431.0,181463.0,268069.0,36956.0,144.0,17803305.0,772811.0,1071346.0,0.0,5712.0,1804463.0,401297.0,0.0,30026879.0,4.7,1.6,9.1,6307010.0
20180321,내국인,152430.0,91912.0,83790.0,418630.0,314823.0,5037554.0,1209111.0,37282.0,196389.0,356782.0,56652.0,454.0,17751807.0,691179.0,1013279.0,0.0,9671.0,1832913.0,426190.0,0.0,29680847.0,2.1,1.1,5.3,6301816.0
20180322,내국인,186857.0,40757.0,100789.0,417683.0,317678.0,5843522.0,1439087.0,43289.0,255193.0,364887.0,67071.0,74.0,18936721.0,537714.0,1131829.0,0.0,6314.0,1701481.0,440213.0,0.0,31831158.0,4.9,0.6,11.6,6417856.0
20180323,내국인,216287.0,36491.0,125600.0,432276.0,421888.0,7444956.0,1477366.0,55406.0,230420.0,489076.0,81079.0,129.0,22362964.0,635225.0,1471752.0,60.0,5206.0,1969310.0,584879.0,0.0,38040369.0,6.1,1.8,12.5,6707182.0
20180324,내국인,257505.0,52309.0,164235.0,500685.0,762105.0,12754296.0,2489783.0,34016.0,333139.0,900578.0,96113.0,1044.0,25743910.0,128048.0,1499191.0,50.0,4785.0,642737.0,1377013.0,0.0,47741541.0,7.6,4.0,13.1,6425346.0
20180325,내국인,236623.0,37650.0,122086.0,404631.0,591604.0,8243631.0,2272419.0,20812.0,351574.0,728556.0,90386.0,2115.0,19148726.0,78173.0,1403962.0,130.0,6351.0,475842.0,987225.0,0.0,35202495.0,9.6,4.6,16.9,5842651.0
20180326,내국인,186768.0,24726.0,101535.0,500403.0,276973.0,5148593.0,1354007.0,64307.0,152612.0,254546.0,66304.0,0.0,16124336.0,684988.0,1213078.0,0.0,3347.0,1862569.0,403401.0,0.0,28422492.0,11.0,5.3,18.1,6310077.0
20180327,내국인,192985.0,35763.0,90230.0,465569.0,419642.0,5909335.0,1461304.0,52207.0,229977.0,292279.0,87227.0,0.0,17937852.0,758079.0,1074783.0,30.0,3333.0,1813446.0,478589.0,0.0,31302630.0,13.3,7.7,20.0,6456191.0
20180328,내국인,177792.0,32809.0,90154.0,422073.0,298476.0,5989714.0,1556226.0,33134.0,210206.0,536182.0,73356.0,282.0,18807881.0,755561.0,1077899.0,0.0,3682.0,1680067.0,468442.0,0.0,32213935.0,14.0,9.4,19.0,6613064.0
20180329,내국인,188965.0,39254.0,93540.0,398785.0,311299.0,6059731.0,1649301.0,44856.0,184150.0,469352.0,68383.0,136.0,19406214.0,627188.0,1126188.0,0.0,4303.0,1711132.0,519227.0,0.0,32902004.0,15.4,11.8,21.1,6640662.0
20180330,내국인,204056.0,52425.0,111342.0,504924.0,398961.0,7818733.0,1911801.0,64387.0,196450.0,640809.0,81767.0,466.0,22265927.0,653431.0,1431134.0,0.0,7095.0,2114847.0,622456.0,0.0,39081012.0,14.8,9.8,21.9,6903642.0
20180331,내국인,252942.0,66291.0,155332.0,532483.0,753811.0,13526934.0,2636421.0,38592.0,372909.0,1151726.0,107296.0,2803.0,25433190.0,93479.0,1512552.0,90.0,8617.0,758099.0,1117375.0,0.0,48520943.0,14.0,9.3,20.1,6614171.0
20180401,내국인,254596.0,40875.0,93734.0,385230.0,577982.0,11809733.0,2326400.0,23538.0,369423.0,932566.0,114085.0,3377.0,18333285.0,96736.0,1420493.0,180.0,3245.0,571593.0,709051.0,0.0,38066122.0,15.6,11.7,18.5,5420461.0
20180402,내국인,232509.0,40406.0,82221.0,559011.0,279128.0,5127852.0,1480438.0,57054.0,164775.0,347047.0,86404.0,542.0,16209730.0,888045.0,1231523.0,0.0,7247.0,1923391.0,439400.0,0.0,29156723.0,18.4,14.9,23.7,5556863.0
20180403,내국인,220220.0,51142.0,78960.0,428248.0,281277.0,5740730.0,1426293.0,44809.0,183186.0,324953.0,86996.0,1162.0,17930412.0,650575.0,1109422.0,52.0,17753.0,1636604.0,418764.0,0.0,30631558.0,17.8,14.9,21.2,5608939.0
20180404,내국인,196452.0,36146.0,73401.0,384258.0,315050.0,6526355.0,1385474.0,48567.0,226146.0,333029.0,76573.0,324.0,18567100.0,699931.0,1098946.0,50.0,6203.0,1520055.0,409725.0,0.0,31903786.0,13.4,9.5,18.2,5694693.0
20180405,내국인,156673.0,29003.0,63245.0,358997.0,316692.0,5758608.0,1129230.0,53845.0,239937.0,382907.0,63579.0,8943.0,17934703.0,675513.0,1167671.0,0.0,910.0,1742434.0,431740.0,0.0,30514630.0,7.6,6.7,9.5,5547867.0
20180406,내국인,229817.0,41944.0,79221.0,378973.0,419462.0,7731347.0,1426217.0,55448.0,248145.0,557226.0,65658.0,1632.0,20839533.0,751445.0,1480489.0,0.0,4859.0,2082602.0,603597.0,0.0,36997614.0,5.8,3.0,8.6,5886398.0
20180407,내국인,246363.0,54149.0,128641.0,446702.0,792453.0,12894550.0,2100755.0,45551.0,403777.0,999138.0,55105.0,4167.0,24747391.0,101131.0,1550183.0,215.0,7037.0,632265.0,1193835.0,0.0,46403408.0,4.2,1.4,8.6,5937554.0
20180408,내국인,230314.0,34361.0,106158.0,365237.0,559511.0,8006056.0,1747798.0,31086.0,412007.0,799616.0,116841.0,7004.0,17981331.0,54327.0,1383929.0,180.0,4242.0,521246.0,908728.0,0.0,33269971.0,3.9,0.6,7.9,5370883.0
20180409,내국인,224087.0,26373.0,56866.0,436351.0,277427.0,4945872.0,1269337.0,51924.0,198103.0,279297.0,85315.0,210.0,16074432.0,702240.0,1230171.0,0.0,4627.0,1915439.0,424570.0,0.0,28202641.0,7.9,0.1,15.4,5643155.0
20180410,내국인,211695.0,32344.0,53542.0,366586.0,324015.0,5877737.0,1268498.0,53039.0,198375.0,261910.0,85767.0,1494.0,17942819.0,737931.0,1120832.0,0.0,2981.0,1676665.0,396260.0,0.0,30612490.0,15.1,6.9,21.9,5672349.0
20180411,내국인,216331.0,42151.0,54798.0,358724.0,321747.0,6247922.0,1512239.0,44021.0,223306.0,285173.0,77105.0,1116.0,18889034.0,658356.0,1129120.0,0.0,5033.0,1740490.0,409530.0,0.0,32216197.0,12.6,8.7,17.3,5773604.0
